"log2FoldChange","AveExpr","t","pvalue","padj","identifier","value","up_down","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
-7.92099003347121,8.65590124611962,-5.34672318367899,6.98042269549294e-08,2.18108631171885e-06,"ENSG00000114391",-7.92099003347121,"down","RPL24",9606,6152,"NULL","3","3q12","ribosomal protein L24","protein-coding","RPL24","ribosomal protein L24","O","60S ribosomal protein L24|60S ribosomal "
-7.91477685681411,7.23780069141445,-4.45863585351971,5.16353097898599e-06,7.97519874546077e-05,"ENSG00000197324",-7.91477685681411,"down","LRP10",9606,26020,"MSTP087","14","14q11.2","low density lipoprotein receptor-related protein 10","protein-coding","LRP10","low density lipoprotein receptor-related protein 10","O","LRP-10|low-density lipoprotein receptor-"
-7.91062426753996,6.71163181191872,-6.51314543055912,9.41469910804267e-11,7.34090541629829e-09,"ENSG00000145495",-7.91062426753996,"down","MARCH6",9606,10299,"NULL","5","5p15.2","membrane-associated ring finger (C3HC4) 6, E3 ubiquitin protein ligase","protein-coding","MARCH6","membrane-associated ring finger (C3HC4) 6, E3 ubiquitin protein ligase","O","E3 ubiquitin-protein ligase MARCH6|RING "
-7.90812054164356,-0.827760748842398,-4.30961243769157,9.97429513047475e-06,0.000138194802062855,"ENSG00000279233",-7.90812054164356,"down","RP11-158L12.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7.90722887274618,4.19989311887767,-4.42485033586198,6.0044148719891e-06,9.03603168694849e-05,"ENSG00000121957",-7.90722887274618,"down","GPSM2",9606,29899,"RP11-475E11.4","1","1p13.3","G-protein signaling modulator 2","protein-coding","GPSM2","G-protein signaling modulator 2","O","G-protein signalling modulator 2 (AGS3-l"
-7.90675849429943,7.28612320267679,-6.68536435329548,3.25006875959829e-11,3.0613512633749e-09,"ENSG00000168906",-7.90675849429943,"down","MAT2A",9606,4144,"NULL","2","2p11.2","methionine adenosyltransferase II, alpha","protein-coding","MAT2A","methionine adenosyltransferase II, alpha","O","MAT 2|MAT-II|S-adenosylmethionine syntha"
-7.90580210851447,6.12117451714229,-4.94098804092451,5.40280322261855e-07,1.21570138075468e-05,"ENSG00000220205",-7.90580210851447,"down","VAMP2",9606,6844,"NULL","17","17p13.1","vesicle-associated membrane protein 2 (synaptobrevin 2)","protein-coding","VAMP2","vesicle-associated membrane protein 2 (synaptobrevin 2)","O","synaptobrevin 2|synaptobrevin-2|vesicle "
-7.90416904256394,5.16564722067657,-5.58292129710197,1.99513255286009e-08,7.43035729534864e-07,"ENSG00000132680",-7.90416904256394,"down","KIAA0907",9606,22889,"NULL","1","1q22","KIAA0907","protein-coding","KIAA0907","KIAA0907","O","UPF0469 protein KIAA0907"
-7.90185545617554,5.15681487626805,-6.08590741749336,1.19689361819259e-09,6.69916635857755e-08,"ENSG00000108091",-7.90185545617554,"down","CCDC6",9606,8030,"NULL","10","10q21","coiled-coil domain containing 6","protein-coding","CCDC6","coiled-coil domain containing 6","O","coiled-coil domain-containing protein 6|"
-7.89308319956202,5.3440740299155,-5.34049971334872,7.21022138476712e-08,2.2447358711635e-06,"ENSG00000183889",-7.89308319956202,"down","NPIPA5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7.88941462471569,5.07983360490953,-4.81930887014357,9.72245418737329e-07,1.97747404040806e-05,"ENSG00000155090",-7.88941462471569,"down","KLF10",9606,7071,"NULL","8","8q22.2","Kruppel-like factor 10","protein-coding","KLF10","Kruppel-like factor 10","O","EGR-alpha|Krueppel-like factor 10|TGFB i"
7.88838606958154,-1.26336972392075,3.97674292276767,4.06047567367231e-05,0.000453665872994842,"ENSG00000206228",7.88838606958154,"up","HNRNPA1P4",9606,389674,"NULL","8","8q21.13","heterogeneous nuclear ribonucleoprotein A1 pseudogene 4","pseudo","HNRNPA1P4","heterogeneous nuclear ribonucleoprotein A1 pseudogene 4","O","NULL"
-7.88547377273424,6.80681470602973,-6.33200432153226,2.81385671737752e-10,1.93145819198926e-08,"ENSG00000076108",-7.88547377273424,"down","BAZ2A",9606,11176,"NULL","12","12q13.3","bromodomain adjacent to zinc finger domain, 2A","protein-coding","BAZ2A","bromodomain adjacent to zinc finger domain, 2A","O","TTF-I interacting peptide 5|TTF-I-intera"
-7.88241651563129,5.41315084274403,-8.55022729252969,8.5454304054918e-17,4.59477111115287e-14,"ENSG00000163812",-7.88241651563129,"down","ZDHHC3",9606,51304,"HSD49","3","3p21.31","zinc finger, DHHC-type containing 3","protein-coding","ZDHHC3","zinc finger, DHHC-type containing 3","O","DHHC1 protein|Golgi apparatus-specific p"
-7.88149448798524,6.30792341624396,-6.61588459019703,5.00486392674317e-11,4.43884993420325e-09,"ENSG00000065526",-7.88149448798524,"down","SPEN",9606,23013,"RP1-134O19.1","1","1p36","spen homolog, transcriptional regulator (Drosophila)","protein-coding","SPEN","spen homolog, transcriptional regulator (Drosophila)","O","Msx2 interacting nuclear target (MINT) h"
-7.88138470573256,3.23322274981814,-3.86105799580419,6.47308918825072e-05,0.000667454889570767,"ENSG00000073910",-7.88138470573256,"down","FRY",9606,10129,"RP11-37E23.6","13","13q13.1","furry homolog (Drosophila)","protein-coding","FRY","furry homolog (Drosophila)","O","WUGSC:H_2G3A.1|protein furry homolog"
-7.87806341935864,4.91110353935446,-6.70452996204812,2.88336983492178e-11,2.77674970408568e-09,"ENSG00000165699",-7.87806341935864,"down","TSC1",9606,7248,"NULL","9","9q34","tuberous sclerosis 1","protein-coding","TSC1","tuberous sclerosis 1","O","hamartin|tuberous sclerosis 1 protein|tu"
-7.87698039177319,8.66789675788315,-5.59812942866443,1.83776036457102e-08,6.95465648815445e-07,"ENSG00000092841",-7.87698039177319,"down","MYL6",9606,4637,"NULL","12","12q13.2","myosin, light chain 6, alkali, smooth muscle and non-muscle","protein-coding","MYL6","myosin, light chain 6, alkali, smooth muscle and non-muscle","O","17 kDa myosin light chain|myosin light c"
-7.87572800007331,6.07139829263259,-8.03730194928635,3.69374094711408e-15,1.10850883841939e-12,"ENSG00000188895",-7.87572800007331,"down","MSL1",9606,339287,"NULL","17","17q21.1","male-specific lethal 1 homolog (Drosophila)","protein-coding","MSL1","male-specific lethal 1 homolog (Drosophila)","O","MSL1-like 1|male-specific lethal 1 homol"
-7.87486122897062,2.73218305324222,-4.74187335851341,1.40409916032975e-06,2.70613830909527e-05,"ENSG00000082269",-7.87486122897062,"down","FAM135A",9606,57579,"RP1-198I9.1","6","6q13","family with sequence similarity 135, member A","protein-coding","FAM135A","family with sequence similarity 135, member A","O","protein FAM135A"
-7.87409417983205,9.36505465942154,-8.52554014688445,1.0282905517795e-16,5.20375506879944e-14,"ENSG00000122566",-7.87409417983205,"down","HNRNPA2B1",9606,3181,"NULL","7","7p15","heterogeneous nuclear ribonucleoprotein A2/B1","protein-coding","HNRNPA2B1","heterogeneous nuclear ribonucleoprotein A2/B1","O","heterogeneous nuclear ribonucleoproteins"
-7.87292032801617,1.25268439710956,-3.93624048463437,4.78637984621056e-05,0.000520133378740415,"ENSG00000135205",-7.87292032801617,"down","CCDC146",9606,57639,"NULL","7","7q11.23","coiled-coil domain containing 146","protein-coding","CCDC146","coiled-coil domain containing 146","O","coiled-coil domain-containing protein 14"
-7.87018755613899,7.20732011697806,-4.42769336852098,5.92850244626412e-06,8.9374252123616e-05,"ENSG00000014216",-7.87018755613899,"down","CAPN1",9606,823,"PIG30","11","11q13","calpain 1, (mu/I) large subunit","protein-coding","CAPN1","calpain 1, (mu/I) large subunit","O","CANP 1|calcium-activated neutral protein"
-7.86904307890716,2.90881880347789,-4.05528442232669,2.93958430699465e-05,0.000345324221116181,"ENSG00000129474",-7.86904307890716,"down","AJUBA",9606,84962,"NULL","14","14q11.2","ajuba LIM protein","protein-coding","AJUBA","ajuba LIM protein","O","LIM domain-containing protein ajuba|jub,"
-7.86014401308769,6.68284854242959,-5.88344417474386,3.80369503434155e-09,1.78166179929802e-07,"ENSG00000108604",-7.86014401308769,"down","SMARCD2",9606,6603,"PRO2451","17","17q23-q24","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2","protein-coding","SMARCD2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2","O","60 kDa BRG-1/Brm-associated factor subun"
-7.85525478436239,5.55557334529021,-4.3310088517388,9.08390937228435e-06,0.000127973044208126,"ENSG00000121741",-7.85525478436239,"down","ZMYM2",9606,7750,"RP11-264J4.7","13","13q11-q12","zinc finger, MYM-type 2","protein-coding","ZMYM2","zinc finger, MYM-type 2","O","fused in myeloproliferative disorders pr"
-7.8525933559362,6.62203636860292,-4.59135664859339,2.82818924318421e-06,4.86618241182276e-05,"ENSG00000135720",-7.8525933559362,"down","DYNC1LI2",9606,1783,"NULL","16","16q22.1","dynein, cytoplasmic 1, light intermediate chain 2","protein-coding","DYNC1LI2","dynein, cytoplasmic 1, light intermediate chain 2","O","LIC-2|LIC53/55|cytoplasmic dynein 1 ligh"
-7.85254370328572,6.59053210188275,-3.95867568544141,4.36975951060815e-05,0.000482374350766833,"ENSG00000117335",-7.85254370328572,"down","CD46",9606,4179,"NULL","1","1q32","CD46 molecule, complement regulatory protein","protein-coding","CD46","CD46 molecule, complement regulatory protein","O","CD46 antigen, complement regulatory prot"
-7.84838959171629,6.32146602364814,-4.77449343567083,1.20339367143892e-06,2.36185454495567e-05,"ENSG00000104765",-7.84838959171629,"down","BNIP3L",9606,665,"NULL","8","8p21","BCL2/adenovirus E1B 19kDa interacting protein 3-like","protein-coding","BNIP3L","BCL2/adenovirus E1B 19kDa interacting protein 3-like","O","BCL2/adenovirus E1B 19 kDa protein-inter"
-7.84820042717452,8.02402113247826,-4.39989808499776,6.70743820452934e-06,9.92047407568469e-05,"ENSG00000171858",-7.84820042717452,"down","RPS21",9606,6227,"RP5-908M14.8","20","20q13.3","ribosomal protein S21","protein-coding","RPS21","ribosomal protein S21","O","40S ribosomal protein S21|8.2 kDa differ"
-7.84729286894199,7.7611660036348,-9.13509307125076,9.55626313425436e-19,8.22125317439902e-16,"ENSG00000182944",-7.84729286894199,"down","EWSR1",9606,2130,"AC002059.7","22","22q12.2","Ewing sarcoma breakpoint region 1","protein-coding","EWSR1","Ewing sarcoma breakpoint region 1","O","Ewings sarcoma EWS-Fli1 (type 1) oncogen"
-7.84270933248805,7.4214177222262,-7.57564212831147,9.46279368973607e-14,1.92303340423936e-11,"ENSG00000138668",-7.84270933248805,"down","HNRNPD",9606,3184,"NULL","4","4q21","heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)","protein-coding","HNRNPD","heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)","O","ARE-binding protein AUFI, type A|heterog"
-7.84225863212514,0.882075952315476,-4.0440415178946,3.07932433157581e-05,0.000359286987674684,"ENSG00000253958",-7.84225863212514,"down","CLDN23",9606,137075,"hCG_1646163","8","8p23.1","claudin 23","protein-coding","CLDN23","claudin 23","O","2310014B08Rik|claudin-23"
-7.83696061498982,4.28992488643064,-6.11910091689361,9.87232244780474e-10,5.73862094719353e-08,"ENSG00000157741",-7.83696061498982,"down","UBN2",9606,254048,"tcag7.1228","7","7q34","ubinuclein 2","protein-coding","UBN2","ubinuclein 2","O","ubinuclein-2"
-7.83522343335305,9.00140650132952,-5.20043288983646,1.48251100498654e-07,4.1454091579304e-06,"ENSG00000197102",-7.83522343335305,"down","DYNC1H1",9606,1778,"NULL","14","14q32","dynein, cytoplasmic 1, heavy chain 1","protein-coding","DYNC1H1","dynein, cytoplasmic 1, heavy chain 1","O","cytoplasmic dynein 1 heavy chain 1|dynei"
-7.83205911015449,5.39816609142459,-5.08806953575971,2.61305035515599e-07,6.5412431247547e-06,"ENSG00000134324",-7.83205911015449,"down","LPIN1",9606,23175,"NULL","2","2p25.1","lipin 1","protein-coding","LPIN1","lipin 1","O","lipin-1|phosphatidate phosphatase LPIN1"
-7.83067061923836,5.42983328319289,-4.9135917058566,6.17323202711521e-07,1.35734149866314e-05,"ENSG00000163788",-7.83067061923836,"down","SNRK",9606,54861,"NULL","3","3p22.1","SNF related kinase","protein-coding","SNRK","SNF related kinase","O","SNF-1 related kinase|SNF-related serine/"
-7.83056131288733,6.52746739415899,-3.88732271566417,5.82685840979403e-05,0.000610330311275869,"ENSG00000129353",-7.83056131288733,"down","SLC44A2",9606,57153,"PSEC0210","19","19p13.1","solute carrier family 44, member 2","protein-coding","SLC44A2","solute carrier family 44, member 2","O","choline transporter-like protein 2"
-7.8302097967451,5.00176001036699,-5.76587461747491,7.33594161869925e-09,3.12972756311925e-07,"ENSG00000270629",-7.8302097967451,"down","NBPF14",9606,25832,"RP3-328E19.1","1","1q21.1","neuroblastoma breakpoint family, member 14","protein-coding","NBPF14","neuroblastoma breakpoint family, member 14","O","AE5|neuroblastoma breakpoint family memb"
-7.82989574682354,6.60259394416686,-5.04273662253731,3.27486884485612e-07,7.90749890685547e-06,"ENSG00000170776",-7.82989574682354,"down","AKAP13",9606,11214,"NULL","15","15q24-q25","A kinase (PRKA) anchor protein 13","protein-coding","AKAP13","A kinase (PRKA) anchor protein 13","O","A-kinase anchor protein 13|A-kinase anch"
-7.82874307261866,5.9894736289221,-4.90553857029202,6.41924255509444e-07,1.40401890766468e-05,"ENSG00000145012",-7.82874307261866,"down","LPP",9606,4026,"NULL","3","3q28","LIM domain containing preferred translocation partner in lipoma","protein-coding","LPP","LIM domain containing preferred translocation partner in lipoma","O","LIM protein|lipoma-preferred partner"
-7.82686850551208,5.70560234284758,-6.19839004333907,6.21094265017441e-10,3.81662425853217e-08,"ENSG00000004534",-7.82686850551208,"down","RBM6",9606,10180,"NULL","3","3p21.3","RNA binding motif protein 6","protein-coding","RBM6","RNA binding motif protein 6","O","RNA-binding motif protein 6|RNA-binding "
-7.8247032097495,5.48606764394737,-5.38226053927209,5.79801080334975e-08,1.86817554086958e-06,"ENSG00000108669",-7.8247032097495,"down","CYTH1",9606,9267,"NULL","17","17q25","cytohesin 1","protein-coding","CYTH1","cytohesin 1","O","PH, SEC7 and coiled-coil domain-containi"
-7.8216636480206,4.83539204536548,-4.1697962814464,1.81866054219603e-05,0.000230426165604012,"ENSG00000102471",-7.8216636480206,"down","NDFIP2",9606,54602,"NULL","13","13q31.1","Nedd4 family interacting protein 2","protein-coding","NDFIP2","Nedd4 family interacting protein 2","O","MAPK-activating protein PM04 PM05 PM06 P"
-7.81889880745896,5.40618183935799,-4.6458100695061,2.19994163136368e-06,3.94567710659244e-05,"ENSG00000172890",-7.81889880745896,"down","NADSYN1",9606,55191,"NULL","11","11q13.4","NAD synthetase 1","protein-coding","NADSYN1","NAD synthetase 1","O","NAD(+) synthase|NAD(+) synthetase|glutam"
-7.81534944049516,6.57718071324007,-6.68436417377717,3.27041212820493e-11,3.06931151333968e-09,"ENSG00000100836",-7.81534944049516,"down","PABPN1",9606,8106,"NULL","14","14q11.2","poly(A) binding protein, nuclear 1","protein-coding","PABPN1","poly(A) binding protein, nuclear 1","O","poly(A) binding protein 2|poly(A) bindin"
-7.81413832344384,6.15008592842966,-4.80274091829048,1.05217380330129e-06,2.11656692824653e-05,"ENSG00000129968",-7.81413832344384,"down","ABHD17A",9606,81926,"NULL","19","19p13.3","abhydrolase domain containing 17A","protein-coding","ABHD17A","abhydrolase domain containing 17A","O","abhydrolase domain-containing protein FA"
-7.81055060439771,11.9614915438554,-3.88227848558849,5.94510213257084e-05,0.000620352983524793,"ENSG00000026025",-7.81055060439771,"down","VIM",9606,7431,"RP11-124N14.1","10","10p13","vimentin","protein-coding","VIM","vimentin","O","NULL"
-7.8091171569156,6.8607775075798,-6.4021649267616,1.84670655264866e-10,1.34258167372702e-08,"ENSG00000253352",-7.8091171569156,"down","TUG1",9606,55000,"NULL","22","22q12.2","taurine upregulated 1 (non-protein coding)","miscRNA","TUG1","taurine upregulated 1 (non-protein coding)","O","NULL"
-7.80892411913213,-0.340627096051905,-4.56904478375513,3.13237469634944e-06,5.26324599857309e-05,"ENSG00000188277",-7.80892411913213,"down","C15orf62",9606,643338,"NULL","15","15q15.1","chromosome 15 open reading frame 62","protein-coding","C15orf62","chromosome 15 open reading frame 62","O","uncharacterized protein C15orf62, mitoch"
-7.80872915153813,6.02408236030151,-5.75852883325369,7.64050547532733e-09,3.24331917455137e-07,"ENSG00000140400",-7.80872915153813,"down","MAN2C1",9606,4123,"NULL","15","15q11-q13","mannosidase, alpha, class 2C, member 1","protein-coding","MAN2C1","mannosidase, alpha, class 2C, member 1","O","alpha mannosidase 6A8B|alpha-D-mannoside"
-7.80637467849768,5.86142235533715,-3.92000409805777,5.10917034584624e-05,0.000548057262909167,"ENSG00000198677",-7.80637467849768,"down","TTC37",9606,9652,"NULL","5","5q15","tetratricopeptide repeat domain 37","protein-coding","TTC37","tetratricopeptide repeat domain 37","O","SKI3 homolog|TPR repeat protein 37|tetra"
-7.80586416851322,8.08466276548232,-5.24253611630613,1.19568352233127e-07,3.47907508769423e-06,"ENSG00000107581",-7.80586416851322,"down","EIF3A",9606,8661,"NULL","10","10q26","eukaryotic translation initiation factor 3, subunit A","protein-coding","EIF3A","eukaryotic translation initiation factor 3, subunit A","O","EIF3, p180 subunit|centrosomin homolog|c"
-7.80242283032094,5.65727630019936,-5.34789956276462,6.93764639218547e-08,2.17298198708635e-06,"ENSG00000146278",-7.80242283032094,"down","PNRC1",9606,10957,"RP11-63L7.5","6","6q15","proline-rich nuclear receptor coactivator 1","protein-coding","PNRC1","proline-rich nuclear receptor coactivator 1","O","proline rich 2 protein|proline-rich poly"
-7.79550614493815,2.55284629900818,-4.46485712457807,5.02060726828188e-06,7.81757393035785e-05,"ENSG00000228315",-7.79550614493815,"down","GUSBP11",9606,91316,"NULL","22","22q11.23","glucuronidase, beta pseudogene 11","pseudo","GUSBP11","glucuronidase, beta pseudogene 11","O","NULL"
-7.79096069386283,4.4689183731627,-4.86525584079806,7.79868457190759e-07,1.64845413690715e-05,"ENSG00000132199",-7.79096069386283,"down","ENOSF1",9606,55556,"NULL","18","18p11.32","enolase superfamily member 1","protein-coding","ENOSF1","enolase superfamily member 1","O","antisense RNA to thymidylate synthase|mi"
-7.78804466327977,4.32677473847164,-5.28946515936038,9.39290923644732e-08,2.82213730481337e-06,"ENSG00000233024",-7.78804466327977,"down","RP11-1212A22.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7.7818000843763,6.89851624148078,-6.90371814974477,8.17805729147087e-12,9.21692055177169e-10,"ENSG00000167522",-7.7818000843763,"down","ANKRD11",9606,29123,"NULL","16","16q24.3","ankyrin repeat domain 11","protein-coding","ANKRD11","ankyrin repeat domain 11","O","ankyrin repeat domain-containing protein"
-7.77979627846861,6.59604869950788,-6.42891147604183,1.57126170818424e-10,1.15534739106915e-08,"ENSG00000105576",-7.77979627846861,"down","TNPO2",9606,30000,"NULL","19","19p13.2","transportin 2","protein-coding","TNPO2","transportin 2","O","importin 3|karyopherin beta 2b, transpor"
-7.7788314472914,6.03144494060337,-7.83777072239712,1.52693981739485e-14,3.86360683795525e-12,"ENSG00000146963",-7.7788314472914,"down","C7orf55-LUC7L2",9606,100996928,"NULL","7","7q","C7orf55-LUC7L2 readthrough","protein-coding","C7orf55-LUC7L2","C7orf55-LUC7L2 readthrough","O","C7orf55-LUC7L2 protein"
-7.77599752244299,6.21411865628939,-7.54939995268305,1.13296214572773e-13,2.21519848629447e-11,"ENSG00000130414",-7.77599752244299,"down","NDUFA10",9606,4705,"NULL","2","2q37.3","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa","protein-coding","NDUFA10","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa","O","NADH dehydrogenase [ubiquinone] 1 alpha "
-7.77536285640762,8.13122521680379,-6.53083448966422,8.44892613183971e-11,6.77199796697674e-09,"ENSG00000086758",-7.77536285640762,"down","HUWE1",9606,10075,"RP3-339A18.4","X","Xp11.22","HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase","protein-coding","HUWE1","HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase","O","ARF-binding protein 1|BJ-HCC-24 tumor an"
-7.7696292665274,5.94312370957698,-5.52782917038898,2.68261092746887e-08,9.48431581192383e-07,"ENSG00000180104",-7.7696292665274,"down","EXOC3",9606,11336,"NULL","5","5p15.33","exocyst complex component 3","protein-coding","EXOC3","exocyst complex component 3","O","SEC6-like 1|Sec 6 homolog|exocyst comple"
-7.76852168225942,4.53310371811311,-3.83933293834701,7.05250982817665e-05,0.000720008805994506,"ENSG00000101745",-7.76852168225942,"down","ANKRD12",9606,23253,"NULL","18","18p11.22","ankyrin repeat domain 12","protein-coding","ANKRD12","ankyrin repeat domain 12","O","ankyrin repeat domain-containing protein"
-7.76296826575041,5.82208914639373,-5.11892691333415,2.23864203915274e-07,5.75469246897342e-06,"ENSG00000167323",-7.76296826575041,"down","STIM1",9606,6786,"NULL","11","11p15.5","stromal interaction molecule 1","protein-coding","STIM1","stromal interaction molecule 1","O","NULL"
-7.76266087213674,6.6629233555944,-6.59440651053934,5.71531789293745e-11,4.91688798329409e-09,"ENSG00000174238",-7.76266087213674,"down","PITPNA",9606,5306,"NULL","17","17p13.3","phosphatidylinositol transfer protein, alpha","protein-coding","PITPNA","phosphatidylinositol transfer protein, alpha","O","PI-TP-alpha|phosphatidylinositol transfe"
-7.76233006256271,2.66854171071162,-3.88358530308976,5.9126815294858e-05,0.000617614955543305,"ENSG00000267519",-7.76233006256271,"down","CTD-3252C9.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7.7590546085,9.63242600594595,-3.81649945013808,7.71867065067923e-05,0.000777257787059618,"ENSG00000108107",-7.7590546085,"down","RPL28",9606,6158,"NULL","19","19q13.4","ribosomal protein L28","protein-coding","RPL28","ribosomal protein L28","O","60S ribosomal protein L28"
-7.75651580649366,-0.683732737324413,-4.29558797103963,1.05982666856941e-05,0.000145109106043012,"ENSG00000125895",-7.75651580649366,"down","TMEM74B",9606,55321,"RP4-545L17.8","20","20p13","transmembrane protein 74B","protein-coding","TMEM74B","transmembrane protein 74B","O","transmembrane protein C20orf46"
-7.75584741054835,7.14493313778949,-5.88528980718536,3.76434045947289e-09,1.76643387124611e-07,"ENSG00000113712",-7.75584741054835,"down","CSNK1A1",9606,1452,"NULL","5","5q32","casein kinase 1, alpha 1","protein-coding","CSNK1A1","casein kinase 1, alpha 1","O","CKI-alpha|casein kinase I isoform alpha|"
-7.75300079487935,4.85757039100983,-4.60065429839107,2.70964505959888e-06,4.68407430295965e-05,"ENSG00000135655",-7.75300079487935,"down","USP15",9606,9958,"NULL","12","12q14","ubiquitin specific peptidase 15","protein-coding","USP15","ubiquitin specific peptidase 15","O","deubiquitinating enzyme 15|ubiquitin car"
-7.75200403559794,3.21078672881901,-4.63605143497927,2.30149451053833e-06,4.09635261302332e-05,"ENSG00000102547",-7.75200403559794,"down","CAB39L",9606,81617,"RP11-103J18.3","13","13q14.2","calcium binding protein 39-like","protein-coding","CAB39L","calcium binding protein 39-like","O","MO25beta|U937-associated antigen|antigen"
-7.74870505777017,8.38445893584862,-5.79638689355155,6.19263412506326e-09,2.71350923826414e-07,"ENSG00000174231",-7.74870505777017,"down","PRPF8",9606,10594,"NULL","17","17p13.3","PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae)","protein-coding","PRPF8","PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae)","O","220 kDa U5 snRNP-specific protein|PRP8 h"
-7.74833789743114,9.54646325314881,-5.71729328473998,9.59292620383041e-09,3.92367404745894e-07,"ENSG00000164924",-7.74833789743114,"down","YWHAZ",9606,7534,"NULL","8","8q23.1","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide","protein-coding","YWHAZ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide","O","14-3-3 delta|14-3-3 protein zeta/delta|1"
-7.74756547678921,6.21605916282294,-5.6734382166087,1.22017539621399e-08,4.86731171574757e-07,"ENSG00000124222",-7.74756547678921,"down","STX16",9606,8675,"RP11-261P9.3","20","20q13.32","syntaxin 16","protein-coding","STX16","syntaxin 16","O","syntaxin-16"
-7.74542874197335,7.43540933088527,-5.65870409654613,1.32243386486607e-08,5.20284994181834e-07,"ENSG00000168610",-7.74542874197335,"down","STAT3",9606,6774,"NULL","17","17q21.31","signal transducer and activator of transcription 3 (acute-phase response factor)","protein-coding","STAT3","signal transducer and activator of transcription 3 (acute-phase response factor)","O","DNA-binding protein APRF|acute-phase res"
-7.74464728857847,5.1971490166941,-4.20597945251631,1.55887761171129e-05,0.000201973254420967,"ENSG00000163702",-7.74464728857847,"down","IL17RC",9606,84818,"UNQ6118/PRO20040/PRO38901","3","3p25.3|3p25.3-p24.1","interleukin 17 receptor C","protein-coding","IL17RC","interleukin 17 receptor C","O","IL-17 receptor C|IL-17RL|IL17F receptor|"
-7.74302029324369,4.988651340772,-5.08824464488656,2.61069181140413e-07,6.5412431247547e-06,"ENSG00000137802",-7.74302029324369,"down","MAPKBP1",9606,23005,"NULL","15","15q15.1","mitogen-activated protein kinase binding protein 1","protein-coding","MAPKBP1","mitogen-activated protein kinase binding protein 1","O","JNK-binding protein 1|mitogen activated "
-7.74246990467221,4.55373313727208,-5.92486976178478,3.01010319023277e-09,1.4548268396389e-07,"ENSG00000272888",-7.74246990467221,"down","LINC01578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7.74242978707046,4.77688543429843,-5.84341037307099,4.7627881683243e-09,2.15654034800494e-07,"ENSG00000086544",-7.74242978707046,"down","ITPKC",9606,80271,"NULL","19","19q13.1","inositol-trisphosphate 3-kinase C","protein-coding","ITPKC","inositol-trisphosphate 3-kinase C","O","IP3 3-kinase C|IP3K C|InsP 3 kinase C|in"
-7.74069216316972,8.11821269139437,-4.5473979904414,3.4572476521968e-06,5.69419940367244e-05,"ENSG00000172809",-7.74069216316972,"down","RPL38",9606,6169,"NULL","17","17q25.1","ribosomal protein L38","protein-coding","RPL38","ribosomal protein L38","O","60S ribosomal protein L38"
-7.74030728192291,4.78333071326616,-4.15666925956398,1.92215341111266e-05,0.000241523161574521,"ENSG00000135164",-7.74030728192291,"down","DMTF1",9606,9988,"NULL","7","7q21","cyclin D binding myb-like transcription factor 1","protein-coding","DMTF1","cyclin D binding myb-like transcription factor 1","O","cyclin D-binding Myb-like protein|cyclin"
-7.73527633391227,6.02692513561642,-3.89412682130778,5.66748862200649e-05,0.000597029444266798,"ENSG00000143162",-7.73527633391227,"down","CREG1",9606,8804,"UNQ727/PRO1409","1","1q24","cellular repressor of E1A-stimulated genes 1","protein-coding","CREG1","cellular repressor of E1A-stimulated genes 1","O","protein CREG1"
-7.73289180855555,6.97510071175664,-7.59536693147068,8.26246151345921e-14,1.71972475161991e-11,"ENSG00000103769",-7.73289180855555,"down","RAB11A",9606,8766,"NULL","15","15q22.31","RAB11A, member RAS oncogene family","protein-coding","RAB11A","RAB11A, member RAS oncogene family","O","RAB 11A, member oncogene family|rab-11|r"
-7.73281096098387,5.40252752489402,-6.27166017834528,4.03018015513693e-10,2.66022812337415e-08,"ENSG00000161533",-7.73281096098387,"down","ACOX1",9606,51,"NULL","17","17q25.1","acyl-CoA oxidase 1, palmitoyl","protein-coding","ACOX1","acyl-CoA oxidase 1, palmitoyl","O","AOX|acyl-CoA oxidase, straight-chain|acy"
